smiles,logBB
C1CN(CCC1NC2=CC(=O)OC3=C2C=C(C=C3)Cl)C/C=C/C4=CC=CC=C4,0.13
C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,0.0
CN1C=NC2C1C(=O)N(C(=O)N2C)C,-0.06
CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,-0.25
CC1CCCC1,0.9
[O-][N+](C1=CC=NC1NCCSCc2ccccn2)=O,-0.66
C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,-1.3
[Xe],0.03
CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,-0.69
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=N4,-1.4
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N[NH+]=[N-],-0.72
CC(=C)C(=O)/C(=C\C(=O)O)/OC,-0.79
CN(C)CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,0.6
C[C@@H]1CC(=CC(=O)[C@H]1C(=O)OC)NC2=CC(=CC=C2)OC(F)(F)F,-0.17
C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,-1.5
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1.3
CCC(C)Nc1c(I)ccc(c1)NC(C)CC,0.64
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4,-1.48
CC(C1CSc2ccccc2N1CCC3CCCCN3C)=O,-0.36
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,-0.1
CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,-1.1
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,-0.82
CC1=CC(=NN=C1N2CCN(CC2)C3=NC=CC=N3)C4=CC=CC=C4,0.18
O=C(N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(C1)=O)c4ccc(C(C)(C)C)cc4,-1.0
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=C(C=C6)F)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,0.19
C1CN(CCC2=CC=CC=C21)C3=C(C(=O)N(C=N3)CCO)C#N,0.0
C[C@@H](CC1=CC=CC=C1)NC,0.96
CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,1.3
CC(C)[C@@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,-0.7
C1=CC(=C(C=C1CC(C(=O)O)N)O)O,-0.77
C(=C(Cl)Cl)Cl,0.3
OC1=CC(O)=CC2C1=CC(OC4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)=C(C3=CC=C(O)C(O)=C3)O2,0.15
C[C@H]1C(=O)NC2(CCCC2)C(=O)N1,-0.26
CC(C)CC(CC(=O)O)CN,-0.54
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,0.62
c1ccccc1C(c2ccccc2)C(N(C3)CC4)C(C34)NCc(c(c5)OC)cc(c56)N(CC6)S(=O)(=O)C,-1.0
C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N,-1.3
CC1CCCCC1C,1.07
C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CCCN,0.97
CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,1.06
CN(C(CN1CCC(C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,-0.51
COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,-0.07
COC1=C(C=C(C=C1)N2C(=NN=N2)C(F)(F)F)CNC3CCCNC3C4=CC=CC=C4,0.24
CCN1N=C(N=N1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24,-0.8
[C@@]13(C4OCC1=CC=C[C@H]([C@H](O[C@@H]2O[C@H]([C@H](O[C@@H]1O[C@H]([C@H]([C@H](C1)OC)O)C)[C@@H](OC)C2)C)C(=CC[C@@H]2C[C@@H](C[C@@]1(CC[C@H]([C@@H]([C@H](CC)C)O1)C)O2)OC([C@@H]3C=C([C@H]4O)C)=O)C)C)O,0.4
CC(CO)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,-1.82
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,1.4
C1C2C(CN1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,0.39
CN(C1CCN(CC1)CC(COC2=CC=C(C=C2)F)O)C3=NC4=CC=CC=C4S3,0.78
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],-0.72
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)NCCN2C3=CC=CC=C3C=C2C(F)(F)F,0.23
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,0.15
C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,-1.26
CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,0.11
CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,0.88
C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O,-0.01
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,0.99
CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,-1.3
C[C@@H](C1=CC=CC=C1)NC2=NC=CC(=C2)C3=C(N=C(N3C)C4CCNCC4)C5=CC(=CC=C5)C(F)(F)F,0.01
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,-1.0
Oc1cc(OCCCCO)ccc1C(CC(C)C)=O,-1.52
COC1=C(C=C(C=C1)C2=NC=CS2)CNC3CCCNC3C4=CC=CC=C4,0.36
COC(=O)C(C1CCCCN1)C2=CC=CC=C2,0.88
CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CC=C4)N,0.56
CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5,-0.06
CN1C2CC(CC1C3C2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4,0.23
Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(OCC)c2)ccc1C(CC(C)C)=O,0.08
CN(C)C1=C2C3=C(C(=O)N(C=N3)C4CCCCCC4)SC2=NC=C1,0.43
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,-1.14
CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,0.8
C1CC(CCC1CCN2CCC3=C(C2)C=CC(=C3)C#N)NC(=O)C4=CC=NC5=CC=CC=C45,0.56
C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3,0.4
C1=CC(=C(C=C1C(=O)NC2=CN=C(C=C2)Cl)F)F,0.44
C(=C(Cl)Cl)(Cl)Cl,0.37
CC1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(C4=C3CN(CC4)CC5CC5)CC=C,-0.13
C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,-0.67
c1cc(CSCCNc2cc(Cc3ccccc3)c[nH]2)oc1CN(C)C,-0.73
CCOCC,0.0
[C@@H](C(F)(F)F)(F)Br,0.27
C1CC2=CC=CC=C2NC1,0.7
C1[C@H]2[C@H](CN1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,0.39
C1=C(C=C(C2=C1NC(=CC2=O)C(=O)O)Cl)Cl,-1.33
CC(C)NC1=C(N=CC=C1)N2CCNCC2,-0.14
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,-0.7
COC1=CC=CC(=C1O)CN,0.56
CC1=C(N=CN1)CSCCNC(=NC)NC#N,-1.4
C1CN(CCC1NC2=CC(=O)OC3=C2C=C(C=C3)Cl)CC4=CC5=C(C=C4)OCC5,-0.14
CCCCOC(=O)C1=CC=C(C=C1)N,0.42
C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC=CS3,0.44
C=CCC1(C(=O)NC(=O)NC1=O)CC=C,-0.22
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,-1.3
C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,0.57
CCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.36
CN1CCC2C(C1)C1=CC=CC=C1OC1=CC=C(Cl)C=C21,1.06
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,-1.01
COC1=C(C=C(C=C1)Cl)[C@]2(C3=C(C=C(C=C3)C(F)(F)F)NC2=O)F,1.04
CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC5=C(C=C4)OCC(=O)N5,-0.39
CC1C2=CC=CC=C2CCN1C3=NC(=NC(=C3C)C)NC4=CC=C(C=C4)F,0.68
CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,-0.7
C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,1.11
CC(=C)C(=O)/C(=C/C(=O)O)/OC,-0.8
CCCN1CCOC2C1CCC3=C2C=C(C=C3)O,0.26
COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,0.89
C1=CC(=C(N=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-])Br,-0.67
CN(C)c(o1)ccc1-c2cc(ccc2)Nc(c3[N+]([O-])=O)[nH]cc3,-0.27
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,0.9
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,0.3
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,-1.03
CCCCCCCCC,0.52
CCC1(CC2CC(C3=C(CC[NH+](C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CC[NH+]9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,-1.03
CN(C1CCN(CC1)C[C@@H](COC2=CC(=C(C=C2)F)F)O)C3=NC4=CC=CC=C4S3,0.59
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,-0.9
CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,-0.46
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,-0.16
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,0.9
CN1CCN(CC1)CCCn1c2ccccc2sc2cccc(C(F)(F)F)c12,1.44
CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,0.0
c1(C(NC(c2c3c(cccc3)cc(c4ccccc4)c2C)=O)CC)ccccc1,0.3
CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,0.3
CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,0.3
CC(C)(C)OC,0.36
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,0.5
CC1=NC(=C(C(=O)N1CCOC)[N+](=O)[O-])N2CCC(CC2)C3=CC=C(C=C3)F,0.2
COC1=CC(=C(C=C1)C=C2CCCN=C2C3=CN=CC=C3)OC,0.42
C1CCC(CC1)(CC(=O)O)CN,-0.19
COCCCC/C(=N/OCCN)/C1=CC=C(C=C1)C(F)(F)F,0.79
C1C=2C(C(NC(/C(C)=C/C=C\[C@@H]([C@H](/C(=C/[C@@H](C)[C@@H]([C@H](OC)C[C@H]1C)O)C)OC(=O)N)OC)=O)=CC(C2NCCN(C)C)=O)=O,-0.09
CC(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,1.08
C=CC1=CC=CC=C1,0.45
CN1C2=C(C=CC(=C2)[C@H](C3=CC=C(C=C3)Cl)N4C=NC=N4)N=N1,-0.16
C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)O[C@H](CO4)CO,-0.45
C1CCN(CC1)CCCOC2=CC=C(C=C2)N3CCN(CC3=O)C(=O)C4=CC=C(C=C4)F,-0.46
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,-1.2
CO,0.02
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,0.9
CCOC(=O)C1=CC=C(C=C1)N,0.27
CN1CCCC11CCN(CC2=CC=C(C=C2)C(=O)NC2=C(N)C=CC(=C2)C2=CC=CC=C2)CC1,-0.03
C1=C(C(=CC(=C1N)N)N)N.Cl.Cl.Cl.Cl,-0.67
CN(C)CC1=CC=CC=C1SC2=CC(=C(C=C2N)Cl)F,0.2
CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,-0.52
CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,0.54
CC1=CC=C(C=C1)/C(=C/CN2CCCC2)/C3=CC=CC=N3,0.77
CC1(C2=CC=CC=C2C(S1)(CCCNC)C3=CC=CC=C3)C,0.22
C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)CO,-1.3
C1[C@@H]([C@H]1N)C2=CC=C(C=C2)F,0.81
CCNC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,-1.52
CCCCCCCC(C)C,1.05
CS(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5,-0.81
CC(C)C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C,-0.3
CCCCCO,0.2
C(C(C(C(C(CO)O)O)O)O)O,-1.6
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,-1.11
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,0.7
C1CNC(=NC1)NCCCNCC2CCC3=CC=CC=C3O2,-0.01
CC(C)(C)O,0.11
CC(C)CCOC(=O)C,0.55
CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,0.8
C1C[C@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,-1.5
CCCCCC1(C(=O)NC(=O)NC1=O)CC,0.09
CN(C)C1=[NH+]C=CC(=C1)C2=N[NH]C(=N2)N,-1.17
CN(C)CCCN1C2=CC=CC=C2S(=O)C3=CC=CC=C31,-0.48
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,0.2
CC(C)(C)C1=CC(=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3,0.96
C1CN=C(N1)NC2=C(C=C(C=C2)Cl)Cl,0.16
CCCC(C)(COC(=O)N)COC(=O)N,-0.15
CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC(=CC=C4)OCCN5CCCC5,-0.05
CC(C)(C)C1=CC(=C(C=C1)OC)CNC2CCCNC2C3=CC=CC=C3,0.98
COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O,-0.21
CNC(=O)C1=C(N=C(N=C1OCC2CCN(CC2)C)C#N)NCC3CCC4(CCC4)CC3,0.37
COC1=C2C3=C(CNCC[C@]34C=C[C@@H](C[C@@H]4O2)O)C=C1,0.18
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC=CC(=C5)C#N,0.17
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0.6
CC(Cl)(Cl)Cl,0.4
C1CN(CCN1CC2=C3C=CC=CN3N=C2)C4=CC=C(C=C4)Cl,0.64
CN1CC[C@]23CCCC[C@@H]2[C@H]1CC4=C3C=C(C=C4)OC,0.22
C1C(C(OC1N2C=CC(=NC2=O)N)CO)CO,-0.79
CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,-0.28
C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)N4CCN(CC4=O)C(=O)C5=CC=C(C=C5)C(=O)N6CCC6,-1.0
CN1CCC23[C@@H]4C1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,0.55
NC1=NC(COC2=NC=CC=C2)=C(C#N)C(=N1)C1=CC=CO1,0.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,-0.95
C(C(Cl)(Cl)Cl)F,0.08
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,0.15
CC1=NC2=C(O1)C=C(C(=C2)CNC3CCCNC3C4=CC=CC=C4)OC,0.49
CCCCC,0.8
C1=CC=C(C=C1)C2=N[C@H](C(=O)NC3=C2C=C(C=C3)Cl)O,0.61
CCCC1(C(=O)NC(=O)NC1=O)CC,0.09
CC1=CC(=C(C=C1)NC2=NCCN2)C,-1.3
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,-1.23
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,1.5
C1=CC(C)=CN(C12)C(CC(=O)N(C)C)=C(N2)c(cc3)ccc3C,-0.54
CC(C)CC(C(=O)O)N,0.0
CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,0.51
CCCCCCNC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,0.74
CC(C)(C)[N+](=O)C=C1C=CN(C=C1)[O-],-0.38
O=C(N[C@@H](CC1=CC=CC=C1)[C@H](C[C@H](CC2=CC=CC=C2)CC([C@@H](NC(N(C)CC3=CSC(C(C)C)=N3)=O)C)=O)O)OCC4=CN=CS4,-1.82
CCC1=CC=C(C=C1)N2C=NC3=C(C2=O)SC4=NC=CC(=C34)N(C)C,-0.47
C1CS[C@H](CN1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,0.89
CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,0.83
ClC1=CC=CC(OC2CCN(CCC3CCCN3S(=O)(=O)C3=CC4=C(C=CN4)C=C3)CC2)=C1,-0.04
CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,0.85
CCCO,-0.16
C1=CC=C(C=C1)N2C(=O)C3=C(C(=NC3N2)CC(=O)C4=CC=CC5=CC=CC=C54)CC(=O)C6=CC=CC7=CC=CC=C76,0.02
CC1=CC(=NN1CC2=C(C=CC(=C2)Cl)OCC3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)CNC,0.15
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,-0.52
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,0.44
CCCCCCCC=C,0.86
CN1CCC[C@H](C1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,0.43
CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,0.04
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC(=C(C=C5)F)F,0.92
C1CC(=O)N(C1)CCCCN2CCN(CC2)C3=NC=CC(=C3)C(F)(F)F,0.16
CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,0.1
COC1=C(C=CC(=C1)N2C=NC3=C(C2=O)SC(=C3)C4=CC=C(C=C4)Cl)OCCN5CCCC5,0.78
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,1.3
C1=CC(=C(C=C1C2=NC3=C(S2)C=C(C=C3)O)I)N,0.2
CC1=CC(=NN1C2=CC(=C(C=C2)OC)CNC3CCCNC3C4=CC=CC=C4)C,0.11
CN=C(NC#N)NC1=CC=CC(=C1)C2=CSC(=N2)N=C(N)N,-1.54
CCC(=O)C,-0.1
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F,-0.6
CC(CC1=CC=CC=C1)NC,0.9
C1CO[C@H](CN1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,0.77
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,-0.15
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)[C@H]3CCC(=O)C3,-1.4
CCC1=CC(=CC=C1)NC(=NC2=CC=CC(=C2)CC)C,1.2
CC1=C(SC(=N1)N(C2=CC(=C(C=C2)OC)CNC3CCCNC3C4=CC=CC=C4)S(=O)(=O)C)C,-0.37
CCCC(C)(COC(=O)N)COC(=O)NC,-0.18
Cn4nc(CC(=O)NC1CC[N+]2(C)CCCC1C2)c3ccccc34,-0.08
CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,0.32
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC=C(C=C5)F,1.25
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,0.1
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,0.08
Nc1c2c(NC(C)C(c3ccccc3)=N2)cc(CC(OCC)=O)n1,0.27
c1c[nH]c(c1C(=O)O)NCCSCc2c(Br)cccn2,-0.67
CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC=C(C=C4)OCCN5CCCC5,0.23
C1=CC=C(C=C1)C2=CSC(=N2)CCN,-1.3
CN1C(=NC(=N1)C2=CC=C(C=C2)OC)C3=CC=CC(=C3)CN(C)C,1.26
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,0.5
CC(CC1=CC=CC=C1)N,0.93
C1C=NC(C)=C1CC(C2=O)CCc3n(C)c(c4c23)cccc4,0.28
CN(C)C(=O)CN1C(=O)C=CC(=N1)C2=C3C=CC=CN3N=C2C4=CC=CC=C4,-1.0
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)C,0.2
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,-0.5
CC1=CC(=O)N(N1C)C2=CC=CC=C2,-0.1
C1CC(=CC1N2CCC(CC2)C3=CC=CC=C3)C4=NC5=C(C=CC=C5Cl)C(=O)N4,0.36
CN(C)CC1=CC=C(CSCCNC2=C(Cc3ccccc3)C=CN2)O1,-0.73
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,-1.52
CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,0.48
CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC5=C(C=C4)OCC(=O)N5C,0.11
C=COCCCCOC=C,0.12
C1CCC(CC1)(CC2=NOC(=O)N2)CN,-1.3
CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,-0.66
C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,-0.62
C1CN(CCC1OC2=CC=CC(=C2)C(F)(F)F)CCCCNC(=O)C3=CC=C(C=C3)Br,1.04
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0.72
CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24,1.11
ClC1=CC=C(C2(O)CCN(CCCC(C3=CC=CC=C3)(C(N(C)C)=O)C4=CC=CC=C4)CC2)C=C1,-0.25
O=C(O)[C@@H]1CCCN1OC(=O)[C@H](N)Cc2ccccc2,-0.8
C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,-0.16
CC1=CC(=C(C=C1)C)C,0.16
C[NH2+]CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1.2
C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=CC=CC=N3,0.69
C(C(F)(F)F)(Cl)Br,0.3
CC[C@@H](C(=O)N)N1CCCC1=O,-0.04
C=COCC(F)(F)F,0.1
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)F,-0.85
CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,1.6
CCOC1=CC=C(C=C1)C2=NN3C(=C2C4=CC=C(C=C4)S(=O)(=O)C)C=CC=N3,0.18
C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,-1.2
C1OC2=C(O1)C=C(C=C2)O,-0.04
CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,0.3
CCOC(=O)C,0.0
CCCCCCCCCC,0.67
CN1C2C(C(=O)N(C1=O)C)NC=N2,-0.29
CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,-1.89
C1CN=C(N1)NC2=C(C=CC=C2Br)Br,0.33
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,-0.3
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,0.28
COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,-0.1
C1=CC=C(C=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,-0.85
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-0.06
